,datetime,open,high,low,close,volume,candle_body,ret1,ret3,ret7,breakout_20,breakdown_20,rsi,ema20,ema20_dist,future_return,target,open_lag1,open_lag2,open_lag3,open_lag4,open_lag5,high_lag1,high_lag2,high_lag3,high_lag4,high_lag5,low_lag1,low_lag2,low_lag3,low_lag4,low_lag5,close_lag1,close_lag2,close_lag3,close_lag4,close_lag5,candle_body_lag1,candle_body_lag2,candle_body_lag3,candle_body_lag4,candle_body_lag5,volume_lag1,volume_lag2,volume_lag3,volume_lag4,volume_lag5,rsi_lag1,rsi_lag2,rsi_lag3,rsi_lag4,rsi_lag5,ema20_dist_lag1,ema20_dist_lag2,ema20_dist_lag3,ema20_dist_lag4,ema20_dist_lag5,probability,position,strategy_return,strategy_equity
0,2026-01-01 00:00:00+00:00,87500.2,88779.3,87400.0,88731.8,1157.56340883,1231.6000000000058,0.014076555341079544,0.01832441805885332,0.01758985297827942,0.97905658066488,1.0510581440250932,49.525757876801514,88301.4868000937,0.004873227116554597,0.013548693929346605,1.0,88400.1,87135.1,87865.9,87814.4,87303.6,89067.4,89298.0,90298.9,87998.9,87913.3,87101.5,86736.5,86700.0,87364.3,87177.5,87500.1,88401.9,87135.1,87853.3,87802.6,-900.0,1266.7999999999884,-730.7999999999884,38.90000000000873,499.0,1496.3046063,1179.54982826,2800.12927258,659.23011207,416.75063851,44.596457372008494,47.768020333469316,42.427260998758,44.84102447037044,44.63454996968794,-0.00856699873420128,0.0007485170206116059,-0.013514491537555693,-0.006796419587029419,-0.008079228403400989,0.14243573,-1,-0.013548693929346605,0.9864513060706533
1,2026-01-02 00:00:00+00:00,88730.0,90900.0,88273.3,89934.0,1901.8826812,1204.0,0.013548693929346545,0.017331075463310253,0.03012934174535742,0.9893729372937293,1.0652986091204364,53.842412724168426,88456.96424770381,0.01669778931323123,0.007295349923277135,1.0,87500.2,88400.1,87135.1,87865.9,87814.4,88779.3,89067.4,89298.0,90298.9,87998.9,87400.0,87101.5,86736.5,86700.0,87364.3,88731.8,87500.1,88401.9,87135.1,87853.3,1231.6000000000058,-900.0,1266.7999999999884,-730.7999999999884,38.90000000000873,1157.56340883,1496.3046063,1179.54982826,2800.12927258,659.23011207,49.525757876801514,44.596457372008494,47.768020333469316,42.427260998758,44.84102447037044,0.004873227116554597,-0.00856699873420128,0.0007485170206116059,-0.013514491537555693,-0.006796419587029419,0.39811268,-1,-0.007295349923277135,0.9792547986105942
2,2026-01-03 00:00:00+00:00,89934.0,90677.5,89300.0,90590.1,1113.01038596,656.1000000000058,0.0072953499232770724,0.035314245355148266,0.0317473514451736,0.9965907590759077,1.0730703352467503,56.05143557728631,88660.12003363679,0.021768298595027834,0.010121415033209966,1.0,88730.0,87500.2,88400.1,87135.1,87865.9,90900.0,88779.3,89067.4,89298.0,90298.9,88273.3,87400.0,87101.5,86736.5,86700.0,89934.0,88731.8,87500.1,88401.9,87135.1,1204.0,1231.6000000000058,-900.0,1266.7999999999884,-730.7999999999884,1901.8826812,1157.56340883,1496.3046063,1179.54982826,2800.12927258,53.842412724168426,49.525757876801514,44.596457372008494,47.768020333469316,42.427260998758,0.01669778931323123,0.004873227116554597,-0.00856699873420128,0.0007485170206116059,-0.013514491537555693,0.10369259,-1,-0.010121415033209966,0.9693433543705939
3,2026-01-04 00:00:00+00:00,90590.1,91768.3,90590.0,91507.0,843.08377896,916.8999999999942,0.010121415033210068,0.03127627299344771,0.041588648349009105,0.9971526115227153,1.0839313254696086,59.004227232707365,88931.25145900472,0.028963367755851722,0.02578928387992169,1.0,89934.0,88730.0,87500.2,88400.1,87135.1,90677.5,90900.0,88779.3,89067.4,89298.0,89300.0,88273.3,87400.0,87101.5,86736.5,90590.1,89934.0,88731.8,87500.1,88401.9,656.1000000000058,1204.0,1231.6000000000058,-900.0,1266.7999999999884,1113.01038596,1901.8826812,1157.56340883,1496.3046063,1179.54982826,56.05143557728631,53.842412724168426,49.525757876801514,44.596457372008494,47.768020333469316,0.021768298595027834,0.01669778931323123,0.004873227116554597,-0.00856699873420128,0.0007485170206116059,0.11963146,-1,-0.02578928387992169,0.9443446834276151
4,2026-01-05 00:00:00+00:00,91507.0,94783.9,91489.5,93866.9,2070.65294098,2359.899999999994,0.025789283879921632,0.04373095825827833,0.0772570410775908,0.9903253611636575,1.111885138128484,65.44021805324729,89401.3132248138,0.049949901339332324,-0.0016523396426215342,0.0,90590.1,89934.0,88730.0,87500.2,88400.1,91768.3,90677.5,90900.0,88779.3,89067.4,90590.0,89300.0,88273.3,87400.0,87101.5,91507.0,90590.1,89934.0,88731.8,87500.1,916.8999999999942,656.1000000000058,1204.0,1231.6000000000058,-900.0,843.08377896,1113.01038596,1901.8826812,1157.56340883,1496.3046063,59.004227232707365,56.05143557728631,53.842412724168426,49.525757876801514,44.596457372008494,0.028963367755851722,0.021768298595027834,0.01669778931323123,0.004873227116554597,-0.00856699873420128,0.34371457,-1,0.0016523396426215342,0.9459050615843415
5,2026-01-06 00:00:00+00:00,93866.9,94401.8,91230.8,93711.8,1922.19143894,-155.09999999999127,-0.0016523396426215697,0.03445961534428155,0.06006545108193384,0.9886890073103134,1.1100479262367127,64.72105919245877,89811.83577483153,0.043423722402759074,-0.026021269466598655,0.0,91507.0,90590.1,89934.0,88730.0,87500.2,94783.9,91768.3,90677.5,90900.0,88779.3,91489.5,90590.0,89300.0,88273.3,87400.0,93866.9,91507.0,90590.1,89934.0,88731.8,2359.899999999994,916.8999999999942,656.1000000000058,1204.0,1231.6000000000058,2070.65294098,843.08377896,1113.01038596,1901.8826812,1157.56340883,65.44021805324729,59.004227232707365,56.05143557728631,53.842412724168426,49.525757876801514,0.049949901339332324,0.028963367755851722,0.021768298595027834,0.01669778931323123,0.004873227116554597,0.36186504,-1,0.026021269466598655,0.9705187120816473
6,2026-01-07 00:00:00+00:00,93711.8,93712.5,90591.9,91273.3,1459.64933288,-2438.5,-0.026021269466598662,-0.0025539029800998314,0.043122236431729855,0.9629620642324277,1.0728316701341138,54.56766763381714,89951.0228438952,0.014699967985906452,-0.0026754812195899248,0.0,93866.9,91507.0,90590.1,89934.0,88730.0,94401.8,94783.9,91768.3,90677.5,90900.0,91230.8,91489.5,90590.0,89300.0,88273.3,93711.8,93866.9,91507.0,90590.1,89934.0,-155.09999999999127,2359.899999999994,916.8999999999942,656.1000000000058,1204.0,1922.19143894,2070.65294098,843.08377896,1113.01038596,1901.8826812,64.72105919245877,65.44021805324729,59.004227232707365,56.05143557728631,53.842412724168426,0.043423722402759074,0.049949901339332324,0.028963367755851722,0.021768298595027834,0.01669778931323123,0.73598975,1,-0.0026754812195899248,0.9679221074942123
7,2026-01-08 00:00:00+00:00,91273.3,91584.7,89225.0,91029.1,1420.71893835,-244.1999999999971,-0.002675481219589937,-0.030232169167192957,0.025890379773654937,0.9603856773143964,1.0551480560185649,53.65980078541624,90053.69685876233,0.010831350352750912,-0.005667418440916242,0.0,93711.8,93866.9,91507.0,90590.1,89934.0,93712.5,94401.8,94783.9,91768.3,90677.5,90591.9,91230.8,91489.5,90590.0,89300.0,91273.3,93711.8,93866.9,91507.0,90590.1,-2438.5,-155.09999999999127,2359.899999999994,916.8999999999942,656.1000000000058,1459.64933288,1922.19143894,2070.65294098,843.08377896,1113.01038596,54.56766763381714,64.72105919245877,65.44021805324729,59.004227232707365,56.05143557728631,0.014699967985906452,0.043423722402759074,0.049949901339332324,0.028963367755851722,0.021768298595027834,0.48872688,0,-0.0,0.9679221074942123
8,2026-01-09 00:00:00+00:00,91029.1,91955.9,89603.4,90513.2,1421.7801819,-515.9000000000087,-0.005667418440916228,-0.03413230777767584,0.006440278426401491,0.9549427698163929,1.0491680904679883,51.702737557798294,90097.45906268973,0.004614346970884038,-0.0015246395000950137,0.0,91273.3,93711.8,93866.9,91507.0,90590.1,91584.7,93712.5,94401.8,94783.9,91768.3,89225.0,90591.9,91230.8,91489.5,90590.0,91029.1,91273.3,93711.8,93866.9,91507.0,-244.1999999999971,-2438.5,-155.09999999999127,2359.899999999994,916.8999999999942,1420.71893835,1459.64933288,1922.19143894,2070.65294098,843.08377896,53.65980078541624,54.56766763381714,64.72105919245877,65.44021805324729,59.004227232707365,0.010831350352750912,0.014699967985906452,0.043423722402759074,0.049949901339332324,0.028963367755851722,0.20048667,-1,0.0015246395000950137,0.9693978397723131
9,2026-01-10 00:00:00+00:00,90513.3,90699.7,90285.2,90375.2,321.48562471,-138.10000000000582,-0.0015246395000949597,-0.009839679292849124,-0.0023722238964303255,0.9534868263492007,1.0475684873550215,51.16517561872342,90123.9105805288,0.002788265820385848,0.005251440660712295,1.0,91029.1,91273.3,93711.8,93866.9,91507.0,91955.9,91584.7,93712.5,94401.8,94783.9,89603.4,89225.0,90591.9,91230.8,91489.5,90513.2,91029.1,91273.3,93711.8,93866.9,-515.9000000000087,-244.1999999999971,-2438.5,-155.09999999999127,2359.899999999994,1421.7801819,1420.71893835,1459.64933288,1922.19143894,2070.65294098,51.702737557798294,53.65980078541624,54.56766763381714,64.72105919245877,65.44021805324729,0.004614346970884038,0.010831350352750912,0.014699967985906452,0.043423722402759074,0.049949901339332324,0.7616483,1,0.005251440660712295,0.9744885750045
10,2026-01-11 00:00:00+00:00,90375.2,91132.3,90100.0,90849.8,530.87904628,474.6000000000058,0.005251440660712259,-0.001969699799294955,-0.007181964221316339,0.9584940058385444,1.0530697311043986,52.97596603127478,90193.04290619271,0.007281682407481965,0.003754548716672918,1.0,90513.3,91029.1,91273.3,93711.8,93866.9,90699.7,91955.9,91584.7,93712.5,94401.8,90285.2,89603.4,89225.0,90591.9,91230.8,90375.2,90513.2,91029.1,91273.3,93711.8,-138.10000000000582,-515.9000000000087,-244.1999999999971,-2438.5,-155.09999999999127,321.48562471,1421.7801819,1420.71893835,1459.64933288,1922.19143894,51.16517561872342,51.702737557798294,53.65980078541624,54.56766763381714,64.72105919245877,0.002788265820385848,0.004614346970884038,0.010831350352750912,0.014699967985906452,0.043423722402759074,0.58744437,0,0.0,0.9744885750045
11,2026-01-12 00:00:00+00:00,90861.1,92364.1,89995.2,91190.9,2284.21126004,329.79999999998836,0.003754548716673023,0.007487305718944848,-0.028508451861092632,0.9620927182781042,1.0570235327118838,54.28788949051065,90288.07691512675,0.009999361108576136,0.04569754218896855,1.0,90375.2,90513.3,91029.1,91273.3,93711.8,91132.3,90699.7,91955.9,91584.7,93712.5,90100.0,90285.2,89603.4,89225.0,90591.9,90849.8,90375.2,90513.2,91029.1,91273.3,474.6000000000058,-138.10000000000582,-515.9000000000087,-244.1999999999971,-2438.5,530.87904628,321.48562471,1421.7801819,1420.71893835,1459.64933288,52.97596603127478,51.16517561872342,51.702737557798294,53.65980078541624,54.56766763381714,0.007281682407481965,0.002788265820385848,0.004614346970884038,0.010831350352750912,0.014699967985906452,0.56530917,0,0.0,0.9744885750045
12,2026-01-13 00:00:00+00:00,91191.0,96476.1,90938.2,95358.1,2717.43674662,4167.100000000006,0.04569754218896849,0.05513570094450704,0.017567691582063283,0.9884116377009435,1.1009840471899295,66.56171446452052,90770.93625654325,0.050535600189163914,0.016518785504325242,1.0,90861.1,90375.2,90513.3,91029.1,91273.3,92364.1,91132.3,90699.7,91955.9,91584.7,89995.2,90100.0,90285.2,89603.4,89225.0,91190.9,90849.8,90375.2,90513.2,91029.1,329.79999999998836,474.6000000000058,-138.10000000000582,-515.9000000000087,-244.1999999999971,2284.21126004,530.87904628,321.48562471,1421.7801819,1420.71893835,54.28788949051065,52.97596603127478,51.16517561872342,51.702737557798294,53.65980078541624,0.009999361108576136,0.007281682407481965,0.002788265820385848,0.004614346970884038,0.010831350352750912,0.65111965,1,0.016518785504325242,0.9905859427514149
13,2026-01-14 00:00:00+00:00,95358.2,97899.7,94509.0,96933.3,3358.96494088,1575.1000000000058,0.016518785504325173,0.06696217272905391,0.062011563074853226,0.9901286725087003,1.1191709665091438,69.85643996580671,91357.82804163438,0.061028946045266354,-0.014173663746101791,0.0,91191.0,90861.1,90375.2,90513.3,91029.1,96476.1,92364.1,91132.3,90699.7,91955.9,90938.2,89995.2,90100.0,90285.2,89603.4,95358.1,91190.9,90849.8,90375.2,90513.2,4167.100000000006,329.79999999998836,474.6000000000058,-138.10000000000582,-515.9000000000087,2717.43674662,2284.21126004,530.87904628,321.48562471,1421.7801819,66.56171446452052,54.28788949051065,52.97596603127478,51.16517561872342,51.702737557798294,0.050535600189163914,0.009999361108576136,0.007281682407481965,0.002788265820385848,0.004614346970884038,0.60662246,1,-0.014173663746101791,0.9765457106872412
14,2026-01-15 00:00:00+00:00,96933.4,97151.1,95101.0,95559.4,1870.71045174,-1374.0,-0.014173663746101739,0.04790499929269254,0.0497676017888784,0.9760949216391879,1.1021845444059977,63.93885884600609,91757.97775195491,0.04142879280013442,-0.0005075377199940561,0.0,95358.2,91191.0,90861.1,90375.2,90513.3,97899.7,96476.1,92364.1,91132.3,90699.7,94509.0,90938.2,89995.2,90100.0,90285.2,96933.3,95358.1,91190.9,90849.8,90375.2,1575.1000000000058,4167.100000000006,329.79999999998836,474.6000000000058,-138.10000000000582,3358.96494088,2717.43674662,2284.21126004,530.87904628,321.48562471,69.85643996580671,66.56171446452052,54.28788949051065,52.97596603127478,51.16517561872342,0.061028946045266354,0.050535600189163914,0.009999361108576136,0.007281682407481965,0.002788265820385848,0.39957997,-1,0.0005075377199940561,0.9770413444707134
15,2026-01-16 00:00:00+00:00,95559.5,95800.0,94260.4,95510.9,1432.87811291,-48.60000000000582,-0.0005075377199940112,0.0016023809199217087,0.0552151509393104,0.9755995166481612,1.101625144175317,63.73361147746192,92115.39891843538,0.036861383888389755,-0.00440787386570538,0.0,96933.4,95358.2,91191.0,90861.1,90375.2,97151.1,97899.7,96476.1,92364.1,91132.3,95101.0,94509.0,90938.2,89995.2,90100.0,95559.4,96933.3,95358.1,91190.9,90849.8,-1374.0,1575.1000000000058,4167.100000000006,329.79999999998836,474.6000000000058,1870.71045174,3358.96494088,2717.43674662,2284.21126004,530.87904628,63.93885884600609,69.85643996580671,66.56171446452052,54.28788949051065,52.97596603127478,0.04142879280013442,0.061028946045266354,0.050535600189163914,0.009999361108576136,0.007281682407481965,0.44628417,0,-0.0,0.9770413444707134
16,2026-01-17 00:00:00+00:00,95510.3,95600.0,95002.6,95089.9,334.73351982,-420.40000000000873,-0.004407873865705403,-0.019017200487345565,0.05216807265710055,0.9712991970353331,1.0967693194925028,61.87680916801189,92398.68473572725,0.02912612091795446,-0.015325497239980149,0.0,95559.5,96933.4,95358.2,91191.0,90861.1,95800.0,97151.1,97899.7,96476.1,92364.1,94260.4,95101.0,94509.0,90938.2,89995.2,95510.9,95559.4,96933.3,95358.1,91190.9,-48.60000000000582,-1374.0,1575.1000000000058,4167.100000000006,329.79999999998836,1432.87811291,1870.71045174,3358.96494088,2717.43674662,2284.21126004,63.73361147746192,63.93885884600609,69.85643996580671,66.56171446452052,54.28788949051065,0.036861383888389755,0.04142879280013442,0.061028946045266354,0.050535600189163914,0.009999361108576136,0.3311181,-1,0.015325497239980149,0.9920149888987458
17,2026-01-18 00:00:00+00:00,95089.9,95480.8,93554.6,93632.6,792.58979663,-1457.2999999999884,-0.015325497239980113,-0.020163374822361635,0.030630777393015673,0.9564135538719731,1.0795063208683773,55.815033234141005,92516.20047518179,0.012067070622055013,-0.011599592449638329,0.0,95510.3,95559.5,96933.4,95358.2,91191.0,95600.0,95800.0,97151.1,97899.7,96476.1,95002.6,94260.4,95101.0,94509.0,90938.2,95089.9,95510.9,95559.4,96933.3,95358.1,-420.40000000000873,-48.60000000000582,-1374.0,1575.1000000000058,4167.100000000006,334.73351982,1432.87811291,1870.71045174,3358.96494088,2717.43674662,61.87680916801189,63.73361147746192,63.93885884600609,69.85643996580671,66.56171446452052,0.02912612091795446,0.036861383888389755,0.04142879280013442,0.061028946045266354,0.050535600189163914,0.3654835,-1,0.011599592449638329,1.003521958473904
18,2026-01-19 00:00:00+00:00,93626.8,93626.8,91866.0,92546.5,1735.79435983,-1080.300000000003,-0.011599592449638374,-0.031037295219707883,0.014865518379575171,0.945319546433748,1.0625132747426853,51.7463209595138,92519.0861442121,0.000296304869950556,-0.04577806832241096,0.0,95089.9,95510.3,95559.5,96933.4,95358.2,95480.8,95600.0,95800.0,97151.1,97899.7,93554.6,95002.6,94260.4,95101.0,94509.0,93632.6,95089.9,95510.9,95559.4,96933.3,-1457.2999999999884,-420.40000000000873,-48.60000000000582,-1374.0,1575.1000000000058,792.58979663,334.73351982,1432.87811291,1870.71045174,3358.96494088,55.815033234141005,61.87680916801189,63.73361147746192,63.93885884600609,69.85643996580671,0.012067070622055013,0.02912612091795446,0.036861383888389755,0.04142879280013442,0.061028946045266354,0.3643794,-1,0.04577806832241096,1.049461255251962
19,2026-01-20 00:00:00+00:00,92546.5,92805.9,87784.4,88309.9,2628.22252262,-4236.600000000006,-0.045778068322410936,-0.07130094783988628,-0.07391296596723307,0.9020446436505933,1.0104107551487413,39.61522047059399,92118.21127333475,-0.041341567760523106,0.012037155517105104,1.0,93626.8,95089.9,95510.3,95559.5,96933.4,93626.8,95480.8,95600.0,95800.0,97151.1,91866.0,93554.6,95002.6,94260.4,95101.0,92546.5,93632.6,95089.9,95510.9,95559.4,-1080.300000000003,-1457.2999999999884,-420.40000000000873,-48.60000000000582,-1374.0,1735.79435983,792.58979663,334.73351982,1432.87811291,1870.71045174,51.7463209595138,55.815033234141005,61.87680916801189,63.73361147746192,63.93885884600609,0.000296304869950556,0.012067070622055013,0.02912612091795446,0.036861383888389755,0.04142879280013442,0.96311164,1,0.012037155517105104,1.0620937835906061
20,2026-01-21 00:00:00+00:00,88309.9,91111.7,87200.0,89372.9,3765.13002971,1063.0,0.012037155517105047,-0.04549377033212798,-0.07799590027369341,0.9129026953095872,1.0249185779816512,43.212498222827875,91856.75305682668,-0.027040505724059992,0.0009096717237552202,1.0,92546.5,93626.8,95089.9,95510.3,95559.5,92805.9,93626.8,95480.8,95600.0,95800.0,87784.4,91866.0,93554.6,95002.6,94260.4,88309.9,92546.5,93632.6,95089.9,95510.9,-4236.600000000006,-1080.300000000003,-1457.2999999999884,-420.40000000000873,-48.60000000000582,2628.22252262,1735.79435983,792.58979663,334.73351982,1432.87811291,39.61522047059399,51.7463209595138,55.815033234141005,61.87680916801189,63.73361147746192,-0.041341567760523106,0.000296304869950556,0.012067070622055013,0.02912612091795446,0.036861383888389755,0.71077853,1,0.0009096717237552202,1.0630599402735146
21,2026-01-22 00:00:00+00:00,89372.9,90261.7,88422.6,89454.2,1500.85044825,81.30000000000291,0.0009096717237551122,-0.03341347322697241,-0.06388905748675688,0.9137331370780503,1.0258509174311927,43.48977626442708,91627.93847998604,-0.02372353363009304,0.0004560993223348139,1.0,88309.9,92546.5,93626.8,95089.9,95510.3,91111.7,92805.9,93626.8,95480.8,95600.0,87200.0,87784.4,91866.0,93554.6,95002.6,89372.9,88309.9,92546.5,93632.6,95089.9,1063.0,-4236.600000000006,-1080.300000000003,-1457.2999999999884,-420.40000000000873,3765.13002971,2628.22252262,1735.79435983,792.58979663,334.73351982,43.212498222827875,39.61522047059399,51.7463209595138,55.815033234141005,61.87680916801189,-0.027040505724059992,-0.041341567760523106,0.000296304869950556,0.012067070622055013,0.02912612091795446,0.7593913,1,0.0004560993223348139,1.0635448011918747
22,2026-01-23 00:00:00+00:00,89454.2,91099.5,88470.9,89495.0,1485.49059313,40.80000000000291,0.0004560993223348131,0.01341978645655817,-0.06298652823918516,0.9141498901426665,1.0263188073394496,43.63850658279415,91424.80148189212,-0.02110807407412686,-0.004641600089390404,0.0,89372.9,88309.9,92546.5,93626.8,95089.9,90261.7,91111.7,92805.9,93626.8,95480.8,88422.6,87200.0,87784.4,91866.0,93554.6,89454.2,89372.9,88309.9,92546.5,93632.6,81.30000000000291,1063.0,-4236.600000000006,-1080.300000000003,-1457.2999999999884,1500.85044825,3765.13002971,2628.22252262,1735.79435983,792.58979663,43.48977626442708,43.212498222827875,39.61522047059399,51.7463209595138,55.815033234141005,-0.02372353363009304,-0.027040505724059992,-0.041341567760523106,0.000296304869950556,0.012067070622055013,0.2422086,-1,0.004641600089390404,1.0684813508361575
23,2026-01-24 00:00:00+00:00,89495.0,89786.3,89038.1,89079.6,303.01299688,-415.3999999999942,-0.0046416000893904075,-0.003281755431456146,-0.06320650247818105,0.909906771930864,1.0215550458715597,42.41451618511848,91201.44895980717,-0.023265518081212373,-0.028146736177531138,0.0,89454.2,89372.9,88309.9,92546.5,93626.8,91099.5,90261.7,91111.7,92805.9,93626.8,88470.9,88422.6,87200.0,87784.4,91866.0,89495.0,89454.2,89372.9,88309.9,92546.5,40.80000000000291,81.30000000000291,1063.0,-4236.600000000006,-1080.300000000003,1485.49059313,1500.85044825,3765.13002971,2628.22252262,1735.79435983,43.63850658279415,43.48977626442708,43.212498222827875,39.61522047059399,51.7463209595138,-0.02110807407412686,-0.02372353363009304,-0.027040505724059992,-0.041341567760523106,0.000296304869950556,0.53644997,0,-0.0,1.0684813508361575
24,2026-01-25 00:00:00+00:00,89079.6,89177.0,86007.0,86572.3,2608.90318078,-2507.300000000003,-0.028146736177531162,-0.03221648620187756,-0.07540429294925066,0.884295866075177,1.0065727208250492,35.87399487759265,90760.57763030172,-0.04614644088496193,0.019349145165370348,1.0,89495.0,89454.2,89372.9,88309.9,92546.5,89786.3,91099.5,90261.7,91111.7,92805.9,89038.1,88470.9,88422.6,87200.0,87784.4,89079.6,89495.0,89454.2,89372.9,88309.9,-415.3999999999942,40.80000000000291,81.30000000000291,1063.0,-4236.600000000006,303.01299688,1485.49059313,1500.85044825,3765.13002971,2628.22252262,42.41451618511848,43.63850658279415,43.48977626442708,43.212498222827875,39.61522047059399,-0.023265518081212373,-0.02110807407412686,-0.02372353363009304,-0.027040505724059992,-0.041341567760523106,0.4645931,0,0.0,1.0684813508361575
25,2026-01-26 00:00:00+00:00,86572.3,88747.4,86430.5,88247.4,2077.30597333,1675.0999999999913,0.01934914516537045,-0.013940443600201191,-0.04645340450476254,0.9014062351570025,1.0260490425197948,42.2780885135121,90521.2273797968,-0.025119272524405576,0.009934570310286895,1.0,89079.6,89495.0,89454.2,89372.9,88309.9,89177.0,89786.3,91099.5,90261.7,91111.7,86007.0,89038.1,88470.9,88422.6,87200.0,86572.3,89079.6,89495.0,89454.2,89372.9,-2507.300000000003,-415.3999999999942,40.80000000000291,81.30000000000291,1063.0,2608.90318078,303.01299688,1485.49059313,1500.85044825,3765.13002971,35.87399487759265,42.41451618511848,43.63850658279415,43.48977626442708,43.212498222827875,-0.04614644088496193,-0.023265518081212373,-0.02110807407412686,-0.02372353363009304,-0.027040505724059992,0.4008751,0,0.0,1.0684813508361575
26,2026-01-27 00:00:00+00:00,88247.4,89436.2,87206.2,89124.1,1473.555003,876.7000000000116,0.009934570310286883,0.0004995532085909637,0.009219804348097105,0.9103613187783007,1.0362423988745102,45.354020001665205,90388.16762933995,-0.013984879464794339,0.000398320992862761,1.0,86572.3,89079.6,89495.0,89454.2,89372.9,88747.4,89177.0,89786.3,91099.5,90261.7,86430.5,86007.0,89038.1,88470.9,88422.6,88247.4,86572.3,89079.6,89495.0,89454.2,1675.0999999999913,-2507.300000000003,-415.3999999999942,40.80000000000291,81.30000000000291,2077.30597333,2608.90318078,303.01299688,1485.49059313,1500.85044825,42.2780885135121,35.87399487759265,42.41451618511848,43.63850658279415,43.48977626442708,-0.025119272524405576,-0.04614644088496193,-0.023265518081212373,-0.02110807407412686,-0.02372353363009304,0.6865957,1,0.000398320992862761,1.068906949388678
27,2026-01-28 00:00:00+00:00,89124.1,90438.3,88719.2,89159.6,1530.59557618,35.5,0.00039832099286285505,0.029886002797661737,-0.0023866295040217977,0.9107239348026603,1.0366551559756765,45.4807117009289,90271.16118845042,-0.01231358025992286,-0.052091978878326055,0.0,88247.4,86572.3,89079.6,89495.0,89454.2,89436.2,88747.4,89177.0,89786.3,91099.5,87206.2,86430.5,86007.0,89038.1,88470.9,89124.1,88247.4,86572.3,89079.6,89495.0,876.7000000000116,1675.0999999999913,-2507.300000000003,-415.3999999999942,40.80000000000291,1473.555003,2077.30597333,2608.90318078,303.01299688,1485.49059313,45.354020001665205,42.2780885135121,35.87399487759265,42.41451618511848,43.63850658279415,-0.013984879464794339,-0.025119272524405576,-0.04614644088496193,-0.023265518081212373,-0.02110807407412686,0.41480047,0,-0.0,1.068906949388678
28,2026-01-29 00:00:00+00:00,89159.7,89202.7,83220.3,84515.1,3560.06626516,-4644.599999999991,-0.05209197887832606,-0.04229359731844773,-0.055213729483914564,0.8632825228269342,1.0155587038258695,34.28232408157527,89722.96488478848,-0.05804383405603899,-0.00461929288375697,0.0,89124.1,88247.4,86572.3,89079.6,89495.0,90438.3,89436.2,88747.4,89177.0,89786.3,88719.2,87206.2,86430.5,86007.0,89038.1,89159.6,89124.1,88247.4,86572.3,89079.6,35.5,876.7000000000116,1675.0999999999913,-2507.300000000003,-415.3999999999942,1530.59557618,1473.555003,2077.30597333,2608.90318078,303.01299688,45.4807117009289,45.354020001665205,42.2780885135121,35.87399487759265,42.41451618511848,-0.01231358025992286,-0.013984879464794339,-0.025119272524405576,-0.04614644088496193,-0.023265518081212373,0.6573425,1,-0.00461929288375697,1.0639693551239686
